Link,URL
       The White Stripes - 'Seven Nation Army'     ,/watch?v=0J2QdDbelmY&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=73
       3 Doors Down - Kryptonite     ,/watch?v=xPU8OAjjS4k&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=74
       Papa Roach - Last Resort (Censored Version)     ,/watch?v=20jvV-BPNSk&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=75
       Queen - Bohemian Rhapsody (Official Video)     ,/watch?v=fJ9rUzIMcZQ&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=76
       Passenger | Let Her Go (Official Video)     ,/watch?v=RBumgq5yVrA&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=77
       Skillet - Monster (Official Video)     ,/watch?v=1mjlM_RnsVE&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=78
       Limp bizkit - take a look around     ,/watch?v=bPD6YiBFG1Q&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=79
       Numb (Official Video) - Linkin Park     ,/watch?v=kXYiU_JCYtU&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=80
       twenty one pilots: Car Radio [OFFICIAL VIDEO]     ,/watch?v=92XVwY54h5k&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=81
       blink-182 - All The Small Things     ,/watch?v=9Ht5RZpzPqw&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=82
       Thirty Seconds To Mars - The Kill (Bury Me)     ,/watch?v=8yvGCAvOAfM&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=83
       WALK THE MOON - Shut Up and Dance     ,/watch?v=6JCLY0Rlx6Q&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=84
       The Black Keys - Howlin' For You [Official Music Video]     ,/watch?v=TLSpj7q6_mM&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=85
       Vance Joy - 'Riptide' Official Video     ,/watch?v=uJ_1HMAGb4k&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=86
       Goo Goo Dolls ~ Iris [Official Music Video]     ,/watch?v=Ajyu0Zue0FA&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=87
       Dream On by Aerosmith lyrics     ,/watch?v=hHRNSeuvzlM&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=88
       Bon Jovi - Livin' On A Prayer     ,/watch?v=lDK9QqIzhwk&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=89
       Panic! At The Disco: I Write Sins Not Tragedies [OFFICIAL VIDEO]     ,/watch?v=vc6vs-l5dkc&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=90
       Nirvana - Heart-Shaped Box     ,/watch?v=n6P0SitRwy8&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=91
       Red Hot Chili Peppers - Dark Necessities [OFFICIAL VIDEO]     ,/watch?v=Q0oIoR9mLwc&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=92
       Hozier - Take Me To Church     ,/watch?v=MYSVMgRr6pw&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=93
       AC/DC - Thunderstruck     ,/watch?v=v2AC41dglnM&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=94
       Metallica - Nothing Else Matters [Official Music Video]     ,/watch?v=Tj75Arhq5ho&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=95
       Staind - It's Been Awhile (Video)     ,/watch?v=araU0fZj6oQ&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=96
       Puddle Of Mudd - She Hates Me     ,/watch?v=BYE4CVhVkhw&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=97
       Red Hot Chili Peppers - Under The Bridge (Official Music Video)     ,/watch?v=lwlogyj7nFE&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=98
       Kings Of Leon - Sex on Fire     ,/watch?v=RF0HhrwIwp0&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=99
       Soundgarden - Black Hole Sun     ,/watch?v=3mbBbFH9fAg&list=PLRZlMhcYkA2HybvsMzUcsqoxqlCEHXnpC&index=100
