Link,URL
"       KDA - Turn The Music Louder (Rumble) (Official Video) ft. Tinie Tempah, Katy B     ",/watch?v=vh44zE-hlL4&index=42&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Sigala - Sweet Lovin' (Official Video) ft. Bryn Christopher     ,/watch?v=qj5zT4t7S6c&index=43&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       ROBIN SCHULZ & RICHARD JUDGE – SHOW ME LOVE (OFFICIAL VIDEO)     ,/watch?v=DMg8LwfXdyc&index=44&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Justin Bieber - What Do You Mean?     ,/watch?v=DK_0jXPuIr0&index=45&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       INNA - Yalla | Official Music Video     ,/watch?v=i7wveOu5hkQ&index=46&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Skrillex & Diplo - To Ü ft AlunaGeorge (Official Video)     ,/watch?v=9NwZdxiLvGo&index=47&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Sigma & Rita Ora - Coming Home (Official Music Video) HD     ,/watch?v=tS26xch5U24&index=48&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Drake - Hotline Bling     ,/watch?v=uxpDa-c-4Mc&index=49&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       ZHU x Skrillex x THEY. - Working For It     ,/watch?v=qv9YI8Oqs30&index=50&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Felix Jaehn - Book Of Love (Official Video) ft. Polina     ,/watch?v=6vyPU5ASG98&index=51&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Robin Schulz - Sugar (feat. Francesco Yates) (OFFICIAL MUSIC VIDEO)     ,/watch?v=bvC_0foemLY&index=52&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
"       NERVO feat. Kylie Minogue, Jake Shears & Nile Rodgers - The Other Boys (Official Video)     ",/watch?v=N62Edu_WIhs&index=53&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Yellow Claw - We Made It (feat. Lil Eddie) [Official Music Video]     ,/watch?v=mhWH906vpQA&index=54&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Audien - Something Better ft. Lady Antebellum     ,/watch?v=o1KWG3yRd2k&index=55&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
"       Zara Larsson, MNEK - Never Forget You     ",/watch?v=GTyN-DB_v5M&index=56&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       ATB & YORK - Back to you (York Endless Summermix Shortcut) HD     ,/watch?v=vZBM2hGA23s&index=57&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Format:B - Chunky (Official Video)     ,/watch?v=vKiRgcbB6sQ&index=58&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       The Chainsmokers - Roses (Official Video) ft. ROZES     ,/watch?v=G5Mv2iV0wkU&index=59&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Steve Angello - Remember ft. The Presets     ,/watch?v=sIqwKughd1g&index=60&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
"       Teenage Mutants, Laura Welsh - Falling for You (Official Video)     ",/watch?v=vwC9AvH8HpM&index=61&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
"       Steve Aoki, NERVO & Tony Junior - Lightning Strikes (Official Video)     ",/watch?v=lEzyz9Fomgs&index=62&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Take That - Hey Boy     ,/watch?v=XOzgW6HeMzg&index=63&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Galantis - In My Head (Official Video)     ,/watch?v=aZ5gkJDmZv4&index=64&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Disclosure - Magnets ft. Lorde     ,/watch?v=b_KfnGBtVeA&index=65&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
"       The Chainsmokers, Tritonal - Until You Were Gone ft. Emily Warren     ",/watch?v=iPAac-0IUKQ&index=66&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Sigala - Easy Love     ,/watch?v=ozx898ADTxM&index=67&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Tove Lo - Moments     ,/watch?v=W8tbQgXyn1c&index=68&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Ariana Grande - Focus     ,/watch?v=lf_wVfwpfp8&index=69&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Major Lazer -  Too Original (feat. Elliphant & Jovi Rockwell) (Official Music Video)     ,/watch?v=qPL3NLsP__k&index=70&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
"       Joey Bada$$ ft. Kiesza - ""Teach Me"" (Official Music Video)     ",/watch?v=xCtXD9R0nLc&index=71&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Avicii - For A Better Day     ,/watch?v=Xq-knHXSKYY&index=72&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Paul Kalkbrenner - Feed Your Head (Radio Edit)     ,/watch?v=g0dXvUQbxYo&index=73&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Blinkie - Don't Give Up (On Love) [Official Video]     ,/watch?v=4u0EYOQDPag&index=74&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       ZHU x AlunaGeorge - Automatic (Official Video)     ,/watch?v=W0QGhEJ40nc&index=75&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Albert Marzinotto - Safe and Sound ft. Jesper Petersson     ,/watch?v=ViVL-W6FBvI&index=76&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Nicky Romero - Lighthouse (Official Music Video)     ,/watch?v=6pH8f0MA--0&index=77&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Tiësto & Oliver Heldens - Wombass (Official Music Video)     ,/watch?v=HzCazh3raN0&index=78&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Kygo - Here for You ft. Ella Henderson     ,/watch?v=b8PPap4dJog&index=79&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
"       Above & Beyond feat Zoë Johnston ""Fly To New York"" Official Music Video     ",/watch?v=McQPBgI4fEk&index=80&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Coldplay - Adventure Of A Lifetime (Official audio)     ,/watch?v=UsrpTrQ1x5Y&index=81&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Giorgio Moroder - Tom's Diner (Lyric Video) ft. Britney Spears     ,/watch?v=6_x7gTQOEs4&index=82&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Jasmine Thompson – Do It Now [Official Video]     ,/watch?v=us5GcmVt2qE&index=83&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Matrix & Futurebound - Happy Alone ft. V Bozeman (Official Video)     ,/watch?v=GfmrQ6oQQxk&index=84&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Zonderling feat. Bishøp - Crazy For You (Official Music Video)     ,/watch?v=A1CKiO8CbEs&index=85&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       David Guetta & Showtek - Sun Goes Down (Official Lyric Video) ft Magic! & Sonny Wilson     ,/watch?v=FKGpf1Bb6mo&index=86&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Philip George & Anton Powers - Alone No More (Official Music Video) HD     ,/watch?v=suubZERJafc&index=88&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Joe Stone & Daser - Freak (And You Know It) [Official Music Video]     ,/watch?v=53h-Co6Fn3Y&index=89&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Hundred Miles by Yall feat Gabriela Richardson for Desigual     ,/watch?v=gGdfxXxRClw&index=90&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Dragonette - Let The Night Fall (Official Video)     ,/watch?v=MoSxKBhMXck&index=91&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Matthew Koma - So F**kin' Romantic (Lyric Video)     ,/watch?v=0hwzmTBuBE8&index=92&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Beth - Don't You Worry Child (Charming Horses Remix) (Official Video HD)     ,/watch?v=N1kpeRhqVzI&index=93&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       The Chainsmokers - Waterbed     ,/watch?v=rNsP4nE1_FA&index=94&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Felix Jaehn - Ain’t Nobody (Loves Me Better) ft. Jasmine Thompson     ,/watch?v=5j1RCys4R0g&index=95&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Steve Aoki & Headhunterz - The Power Of Now (Official Video)     ,/watch?v=amLi06dhx5w&index=96&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Armin van Buuren feat. Cimo Fränkel - Strong Ones (Official Music Video)     ,/watch?v=Gi9_y0NuMTE&index=97&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
"       Jean-Michel Jarre, Vince Clarke - Automatic, Pt. 2     ",/watch?v=hhcveYXKZTY&index=98&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
       Avicii - Pure Grinding     ,/watch?v=hzdIoghbFzg&index=99&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT
"       Naughty Boy - Runnin' (Lose It All) ft. Beyoncé, Arrow Benjamin     ",/watch?v=eJSik6ejkr0&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT&index=101
       FTampa - Strike It Up (Official Music Video)     ,/watch?v=QLbG3Ce_Ytg&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT&index=102
       MØ - Kamikaze (Official Video)     ,/watch?v=eVD9j36Ke94&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT&index=103
       Dimitri Vegas & Like Mike feat. Ne-Yo - Higher Place (Official Music Video)     ,/watch?v=CDLTmBiY3mg&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT&index=104
       Erik Hassle - No Words     ,/watch?v=3O2qp-uKWlI&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT&index=105
       Hardwell feat. Jason Derulo - Follow Me (Official Music Video)     ,/watch?v=4Uw8EcNmLC4&list=PLhS3DcL9XnJh51QvewUQWbU1QCMnalzAT&index=106
